Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2015,22.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2016,25.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2017,25.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2018,21.83
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2019,23.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2020,23.46
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2021,21.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2022,11.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2023,20.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2024,22.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2009,6.78
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2010,8
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2011,7.46
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2012,5.68
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2013,4.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2014,13.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2015,24.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2016,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2017,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2018,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2019,26.51
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2020,28.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2021,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2022,12.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2023,15.51
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 45 a 49 Años,2024,22.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2009,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2011,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2012,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2013,12.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2014,14.48
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2015,28.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2016,15.28
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2017,21.46
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2018,21.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2019,26.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2020,24.68
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2021,17.2
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2022,14.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2023,19.59
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 50 a 54 Años,2024,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2009,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2011,7.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2012,3.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2013,8.89
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2014,10.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2015,12.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2016,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2017,19.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2018,21.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2019,15.83
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2020,23.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2021,16.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2022,8.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2023,17.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 55 a 59 Años,2024,17.6
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2009,18.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2010,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2011,6.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2012,1.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2013,17.46
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2014,12.2
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2015,24.68
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2016,13.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2017,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2018,22.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2019,19.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2020,31.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2021,13.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2022,8.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2023,16.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 60 a 64 Años,2024,18.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2009,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2010,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2011,15.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2012,10.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2013,9.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2014,8.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2015,13.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2016,18.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2017,20.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2018,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2019,15.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 65 a 69 Años,2020,18.97
